time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,attendance_date,day_number,school_type,num_schools,enrolments,present_sessions,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,enrolments_pa_10_exact
2021,Week 1,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,05/01/2021,5,PRU/Academy/Free school AP,45,10279,1290170,0,82964,72001,10963,0,1388440,645085,645085,1290170,0,63490,2881,25,0,68,1071,204,4262,0,0,0,0,0,0,4111,793,5994,65,15306,2249
2021,Week 1,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,05/01/2021,5,Secondary,8,8379,998619,163,90133,72498,17635,163,1099549,499309.5,499309.5,998619,163,58811,3105,71,0,1,521,1814,8175,163,4,0,0,0,0,1414,233,14689,1299,10634,2307
2021,Week 1,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,05/01/2021,5,Special,4,535,63359,18,7009,5781,1228,18,71739,31679.5,31679.5,63359,18,4418,525,0,0,0,98,70,670,11,0,0,0,7,0,179,5,1044,0,1353,186
2021,Week 1,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,05/01/2021,5,Special,106,34226,4073632,0,340073,241611,98462,0,4484025,2036816,2036816,4073632,0,203856,11180,39,3,615,1755,3840,17682,0,0,0,0,0,0,17700,1635,73305,5229,70320,8867
2021,Week 1,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,05/01/2021,5,Primary,99,33476,3992035,2,326536,232869,93667,2,4386271,1996017.5,1996017.5,3992035,2,197902,10573,37,3,615,1481,3599,16018,2,0,0,0,0,0,17457,1562,68826,5229,67698,8555
2021,Week 1,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,05/01/2021,5,PRU/Academy/Free school AP,81,17967,2228791,0,146447,117861,28586,0,2405659,1114395.5,1114395.5,2228791,0,103967,4535,28,2,362,1167,406,4753,0,4,0,0,0,0,12298,833,13145,1717,30421,3981
2021,Week 1,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,05/01/2021,5,Secondary,18,15509,1763185,61,180089,115008,65081,61,1980612,881592.5,881592.5,1763185,61,93935,6038,9,1,253,314,3193,11265,8,4,0,16,37,0,5159,729,55681,3512,37277,4574
2021,Week 1,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,05/01/2021,5,Special,7,750,81593,2,13537,8742,4795,2,97754,40796.5,40796.5,81593,2,5954,607,2,0,0,274,241,1664,2,4,0,0,0,0,243,73,4479,0,2622,312
2021,Week 1,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,05/01/2021,5,Special,1,228,27415,17,1728,1377,351,17,29273,13707.5,13707.5,27415,17,963,96,0,0,0,0,0,318,17,4,0,0,0,0,329,1,21,0,113,40
2021,Week 1,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,05/01/2021,5,Primary,1,228,27423,9,1728,1377,351,9,29273,13711.5,13711.5,27423,9,963,96,0,0,0,0,0,318,9,9,0,0,0,0,329,1,21,0,113,40
2021,Week 1,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,05/01/2021,5,Secondary,1,228,27424,8,1728,1377,351,8,29273,13712,13712,27424,8,963,96,0,0,0,0,0,318,0,4,0,0,8,0,329,1,21,0,113,40
2021,Week 1,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,05/01/2021,5,Special,82,22994,2813175,81,218138,185237,32901,81,3084747,1406587.5,1406587.5,2813175,81,154759,8973,56,5,37,1077,2117,18213,23,3,9,7,42,0,4845,3240,23233,1583,53353,5514
2021,Week 1,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,05/01/2021,5,Primary,79,22566,2763332,124,210690,178739,31951,124,3026785,1381666,1381666,2763332,124,150579,8489,56,5,37,812,1978,16783,0,0,0,0,124,0,4765,3205,22436,1545,52639,5324
2021,Week 1,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,05/01/2021,5,PRU/Academy/Free school AP,65,11367,1442378,52,83080,71715,11365,52,1552018,721189,721189,1442378,52,62336,3034,37,0,34,668,238,5368,10,37,0,0,42,0,3526,1751,5914,174,26508,2085
2021,Week 1,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,05/01/2021,5,Secondary,14,11199,1321005,21,127610,107024,20586,21,1474767,660502.5,660502.5,1321005,21,88243,5455,19,5,3,144,1740,11415,19,4,0,2,0,0,1239,1454,16522,1371,26131,3239
2021,Week 1,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,05/01/2021,5,Special,3,428,49743,57,7448,6498,950,57,57962,24871.5,24871.5,49743,57,4180,484,0,0,0,265,139,1430,51,30,0,0,0,6,80,35,797,38,714,190
2021,Week 1,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",05/01/2021,5,Special,137,53054,6374234,33,506138,373713,132425,33,6985335,3187117,3187117,6374234,33,300598,17783,396,6,414,3776,6304,42161,24,30,2,5,0,2,17893,11499,99512,3017,104930,12845
2021,Week 1,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",05/01/2021,5,Primary,126,52010,6273540,7,485573,358030,127543,7,6861486,3136770,3136770,6273540,7,293520,17004,394,6,409,3480,5839,35103,7,11,0,0,0,0,17727,11327,95100,2885,102366,12318
2021,Week 1,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",05/01/2021,5,PRU/Academy/Free school AP,104,30462,3769542,27,235914,179451,56463,27,4068807,1884771,1884771,3769542,27,147365,7916,288,3,406,3076,850,17272,27,20,0,0,0,0,12571,7357,34827,1204,63324,5958
2021,Week 1,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",05/01/2021,5,Secondary,22,21548,2503902,76,249659,178579,71080,76,2792679,1251951,1251951,2503902,76,146155,9088,106,3,3,404,4989,17831,68,32,2,0,0,6,5156,3970,60273,1681,39042,6360
2021,Week 1,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",05/01/2021,5,Special,11,1044,100647,73,20565,15683,4882,73,123849,50323.5,50323.5,100647,73,7078,779,2,0,5,296,465,7058,69,52,0,0,0,4,166,172,4412,132,2564,527
2021,Week 1,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,05/01/2021,5,Special,77,27182,3320968,24,263508,215922,47586,24,3641454,1660484,1660484,3320968,24,181033,11402,53,4,113,1279,1877,20161,24,4,0,0,0,0,8697,3983,28208,6698,56954,6790
2021,Week 1,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,05/01/2021,5,Primary,74,26834,3283074,273,257658,210452,47206,273,3596512,1641537,1641537,3283074,273,177513,11002,53,4,113,1049,1804,18914,68,153,0,2,203,0,8661,3871,28003,6671,55507,6652
2021,Week 1,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,05/01/2021,5,PRU/Academy/Free school AP,63,14561,1838817,339,111140,93870,17270,339,1974670,919408.5,919408.5,1838817,339,82360,4089,48,1,77,846,263,6186,86,209,4,31,214,4,6694,1901,7679,996,24374,2877
2021,Week 1,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,05/01/2021,5,Secondary,11,12273,1444146,45,146518,116582,29936,45,1621842,722073,722073,1444146,45,95153,6913,5,3,36,203,1541,12728,20,49,0,0,21,4,1967,1970,20324,5675,31133,3775
2021,Week 1,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,05/01/2021,5,Special,3,348,37379,266,5850,5470,380,266,44942,18689.5,18689.5,37379,266,3520,400,0,0,0,230,73,1247,138,303,3,54,69,2,36,112,205,27,1447,138
2021,Week 1,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,05/01/2021,5,Special,115,34886,4290233,184,317615,248176,69439,184,4674426,2145116.5,2145116.5,4290233,184,209726,11429,295,351,769,1035,3442,21129,80,118,28,11,65,0,18101,5732,44741,861,66394,8153
2021,Week 1,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,05/01/2021,5,Primary,110,34399,4233245,139,309675,241466,68209,139,4608501,2116622.5,2116622.5,4233245,139,205512,10850,295,351,763,722,3338,19635,60,248,6,1,71,1,18010,5707,43685,803,65442,7959
2021,Week 1,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,05/01/2021,5,PRU/Academy/Free school AP,93,20145,2548751,364,151489,120521,30968,364,2737936,1274375.5,1274375.5,2548751,364,104236,5269,268,0,670,636,428,9014,244,332,4,1,109,6,14133,2925,13222,684,37332,3816
2021,Week 1,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,05/01/2021,5,Secondary,17,14254,1684154,115,158186,120945,37241,115,1870565,842077,842077,1684154,115,101276,5581,27,351,93,86,2910,10621,56,77,0,1,56,2,3877,2782,30463,119,28110,4143
2021,Week 1,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,05/01/2021,5,Special,5,487,56927,106,7940,6710,1230,106,65925,28463.5,28463.5,56927,106,4214,579,0,0,6,313,104,1494,102,38,4,0,0,0,91,25,1056,58,952,194
2021,Week 1,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,05/01/2021,5,Special,37,12670,1571978,4,117772,79470,38302,4,1715590,785989,785989,1571978,4,65096,3952,22,5,0,701,3338,6356,4,0,0,0,0,0,6967,1358,28222,1755,25836,2823
2021,Week 1,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,05/01/2021,5,Primary,35,12440,1544217,13,115284,77391,37893,13,1684888,772108.5,772108.5,1544217,13,63531,3777,22,5,0,568,3325,6163,7,0,0,0,0,6,6931,1347,27862,1753,25374,2753
2021,Week 1,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,05/01/2021,5,PRU/Academy/Free school AP,30,6743,856838,23,50499,37702,12797,23,920493,428419,428419,856838,23,33159,1637,20,5,0,554,48,2279,23,2,0,0,0,0,4803,824,6054,1116,13133,1237
2021,Week 1,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,05/01/2021,5,Secondary,5,5697,687200,169,64785,39689,25096,169,764395,343600,343600,687200,169,30372,2140,2,0,0,14,3277,3884,168,2,0,0,1,0,2128,523,21808,637,12241,1516
2021,Week 1,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,05/01/2021,5,Special,2,230,27750,2,2488,2079,409,2,30702,13875,13875,27750,2,1565,175,0,0,0,133,13,193,2,0,0,0,0,0,36,11,360,2,462,70
2021,Week 1,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,05/01/2021,5,Special,54,20857,2518160,0,208957,132212,76745,0,2753012,1259080,1259080,2518160,0,105583,5643,56,34,19,1107,8523,11247,0,0,0,0,0,0,9457,1594,63428,2266,25895,5556
2021,Week 1,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,05/01/2021,5,Primary,49,20374,2462371,0,201470,126907,74563,0,2688384,1231185.5,1231185.5,2462371,0,102482,5212,56,34,19,999,8477,9628,0,0,0,0,0,0,9243,1571,61509,2240,24543,5400
2021,Week 1,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,05/01/2021,5,PRU/Academy/Free school AP,41,11966,1500668,2,98220,71321,26899,2,1613379,750334,750334,1500668,2,64147,2865,36,2,1,801,155,3314,2,4,0,0,0,0,7229,1116,16590,1964,14489,2655
2021,Week 1,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,05/01/2021,5,Secondary,8,8408,961692,9,103250,55586,47664,9,1075005,480846,480846,961692,9,38335,2347,20,32,18,198,8322,6314,9,0,0,0,0,0,2014,455,44919,276,10054,2745
2021,Week 1,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,05/01/2021,5,Special,5,483,55780,9,7487,5305,2182,9,64628,27890,27890,55780,9,3101,431,0,0,0,108,46,1619,9,4,0,0,0,0,214,23,1919,26,1352,156
2021,Week 1,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,05/01/2021,5,Special,57,18272,2275522,86,180968,130188,50780,86,2486365,1137761,1137761,2275522,86,107847,5709,15,2,76,1637,5966,8936,15,32,1,0,70,0,7510,2287,40574,409,29789,4596
2021,Week 1,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,05/01/2021,5,Primary,54,17920,2234470,130,174578,125084,49494,130,2438227,1117235,1117235,2234470,130,105105,5292,14,2,76,1446,5930,7219,12,6,0,0,118,0,7391,2256,39442,405,29049,4469
2021,Week 1,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,05/01/2021,5,PRU/Academy/Free school AP,44,9626,1243827,41,75037,56666,18371,41,1333449,621913.5,621913.5,1243827,41,50678,2357,2,0,72,1129,219,2209,12,12,0,2,27,0,5536,1172,11259,404,14544,1959
2021,Week 1,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,05/01/2021,5,Secondary,10,8294,990712,20,99541,68418,31123,20,1104778,495356,495356,990712,20,54427,2935,12,2,4,317,5711,5010,15,3,5,0,0,0,1855,1084,28183,1,14505,2510
2021,Week 1,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,05/01/2021,5,Special,3,352,40835,173,6390,5104,1286,173,48138,20417.5,20417.5,40835,173,2742,417,1,0,0,191,36,1717,168,5,0,0,5,0,119,31,1132,4,740,127
2021,Week 1,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,05/01/2021,5,Special,77,27255,3385365,8,251153,180928,70225,8,3681760,1692682.5,1692682.5,3385365,8,153056,8659,82,1,1,2502,4802,11825,8,4,0,0,0,0,12274,2305,54637,1009,45234,6387
2021,Week 1,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,05/01/2021,5,Primary,73,26708,3321807,22,241030,174663,66367,22,3607017,1660903.5,1660903.5,3321807,22,148926,8064,80,1,1,2289,4732,10570,1,4,0,0,21,0,12072,2255,51041,999,44158,6157
2021,Week 1,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,05/01/2021,5,PRU/Academy/Free school AP,60,14992,1922052,0,111606,87980,23626,0,2058729,961026,961026,1922052,0,77424,3724,39,0,0,2045,265,4483,0,0,0,0,0,0,8765,1642,12844,375,25071,2836
2021,Week 1,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,05/01/2021,5,Secondary,13,11716,1399733,44,129424,86683,42741,44,1548288,699866.5,699866.5,1399733,44,71502,4340,41,1,1,244,4467,6087,31,27,0,6,5,2,3307,613,38197,624,19087,3321
2021,Week 1,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,05/01/2021,5,Special,4,547,63505,39,10123,6265,3858,39,74743,31752.5,31752.5,63505,39,4130,595,2,0,0,213,70,1255,31,22,0,0,0,8,202,50,3596,10,1076,230
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",05/01/2021,5,Special,90,35981,4309988,68,340479,227497,112982,68,4738763,2154994,2154994,4309988,68,188430,12262,106,3,0,2477,4397,19822,67,42,0,0,0,1,12801,4342,94003,1836,88228,9062
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",05/01/2021,5,Primary,84,35364,4238848,56,332126,220739,111387,56,4657527,2119424,2119424,4238848,56,183749,11464,88,3,0,2291,4084,19060,54,23,0,0,0,2,12679,4263,92609,1836,86497,8836
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",05/01/2021,5,PRU/Academy/Free school AP,71,20391,2500863,11,161140,119667,41473,11,2711466,1250431.5,1250431.5,2500863,11,104180,5689,67,0,0,1972,308,7451,11,11,0,0,0,0,9079,3455,27394,1545,49452,4367
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",05/01/2021,5,Secondary,13,14973,1737968,62,170986,101072,69914,62,1946061,868984,868984,1737968,62,79569,5775,21,3,0,319,3776,11609,58,16,0,0,0,4,3600,808,65215,291,37045,4469
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",05/01/2021,5,Special,6,617,71107,45,8353,6758,1595,45,81236,35553.5,35553.5,71107,45,4681,798,18,0,0,186,313,762,45,4,0,0,0,0,122,79,1394,0,1731,226
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,05/01/2021,5,Special,144,39187,4744759,93,362156,297543,64613,93,5202997,2372379.5,2372379.5,4744759,93,256300,13707,54,3,245,2449,3334,21451,65,257,0,3,25,0,15793,2872,44993,955,95989,9774
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,05/01/2021,5,Primary,141,38905,4713192,287,358383,294179,64204,287,5166885,2356596,2356596,4713192,287,254010,13240,54,3,244,2290,3334,21004,123,277,0,8,156,0,15691,2854,44710,949,95023,9660
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,05/01/2021,5,PRU/Academy/Free school AP,123,20981,2616343,479,154387,130478,23909,479,2825623,1308171.5,1308171.5,2616343,479,113192,5910,48,0,176,1958,281,8913,279,280,34,11,151,4,11628,1739,9935,607,54414,4035
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,05/01/2021,5,Secondary,18,17924,2096581,76,203996,163701,40295,76,2341262,1048290.5,1048290.5,2096581,76,140818,7330,6,3,68,332,3053,12091,48,72,0,17,5,6,4063,1115,34775,342,40609,5625
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,05/01/2021,5,Special,3,282,31274,99,3773,3364,409,99,36112,15637,15637,31274,99,2290,467,0,0,1,159,0,447,93,40,4,2,0,0,102,18,283,6,966,114
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,05/01/2021,5,Special,59,21263,2595227,178,210899,147298,63601,178,2855166,1297613.5,1297613.5,2595227,178,124442,6745,65,1,0,1712,2556,11777,156,122,1,21,0,0,9413,2998,49926,1264,48862,5577
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,05/01/2021,5,Primary,57,20943,2553646,683,205484,142277,63207,683,2806715,1276823,1276823,2553646,683,121902,6286,65,1,0,1386,2556,10081,478,204,5,14,183,3,9391,2977,49575,1264,46902,5462
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,05/01/2021,5,PRU/Academy/Free school AP,47,11852,1494446,64,100744,75727,25017,64,1614943,747223,747223,1494446,64,65468,3199,28,0,0,1328,283,5421,43,136,1,2,18,0,7414,1936,15295,372,19689,2685
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,05/01/2021,5,Secondary,10,9091,1059791,28,104740,66550,38190,28,1191772,529895.5,529895.5,1059791,28,56434,3087,37,1,0,58,2273,4660,28,59,0,0,0,0,1977,1041,34280,892,27213,2777
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,05/01/2021,5,Special,2,320,41069,7,5415,5021,394,7,48451,20534.5,20534.5,41069,7,2540,459,0,0,0,326,0,1696,7,0,0,0,0,0,22,21,351,0,1960,115
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,05/01/2021,5,Special,78,22328,2777958,2,233577,180741,52836,2,3063652,1388979,1388979,2777958,2,157233,7893,44,0,148,1143,2792,11488,2,2,0,0,0,0,8198,2108,39765,2765,52115,6228
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,05/01/2021,5,Primary,76,22055,2746089,2,230818,178114,52704,2,3025396,1373044.5,1373044.5,2746089,2,155074,7662,44,0,126,1141,2792,11275,2,0,0,0,0,0,8164,2077,39698,2765,48487,6160
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,05/01/2021,5,PRU/Academy/Free school AP,62,11795,1510430,19,99778,80256,19522,19,1635334,755215,755215,1510430,19,71687,3657,33,0,125,775,229,3750,8,0,0,1,8,2,5910,1756,11679,177,25107,2541
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,05/01/2021,5,Secondary,14,10260,1235617,25,131040,97858,33182,25,1390062,617808.5,617808.5,1235617,25,83387,4005,11,0,1,366,2563,7525,25,2,0,0,0,0,2254,321,28019,2588,23380,3619
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,05/01/2021,5,Special,2,273,31869,0,2759,2627,132,0,38256,15934.5,15934.5,31869,0,2159,231,0,0,22,2,0,213,0,0,0,0,0,0,34,31,67,0,3628,68
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,05/01/2021,5,Special,355,70115,8502246,0,670026,564533,105493,0,9309555,4251123,4251123,8502246,0,477372,28226,279,4,913,7689,7012,43038,0,0,0,0,0,0,21608,4330,73373,6182,137283,18142
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,05/01/2021,5,Primary,344,69142,8394898,168,652064,551079,100985,168,9182317,4197449,4197449,8394898,168,469603,27053,277,3,913,7448,6883,38899,168,4,0,0,0,0,21332,4292,69223,6138,135187,17723
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,05/01/2021,5,PRU/Academy/Free school AP,301,36909,4602032,6,281656,245592,36064,6,4952212,2301016,2301016,4602032,6,210103,11199,234,2,821,6536,629,16068,6,0,0,0,0,0,14494,3174,16859,1537,68518,7688
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,05/01/2021,5,Secondary,43,32233,3793014,14,370408,305487,64921,14,4230105,1896507,1896507,3793014,14,259500,15854,43,1,92,912,6254,22831,14,4,0,0,0,0,6838,1118,52364,4601,66669,10035
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,05/01/2021,5,Special,11,973,107180,0,17962,13454,4508,0,127238,53590,53590,107180,0,7769,1173,2,1,0,241,129,4139,0,0,0,0,0,0,276,38,4150,44,2096,419
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,05/01/2021,5,Special,61,21644,2643311,98,201607,161420,40187,98,2882234,1321655.5,1321655.5,2643311,98,135522,8495,44,1,574,1044,2016,13724,14,34,0,34,50,0,6087,2614,30088,1388,37218,5151
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,05/01/2021,5,Primary,59,21396,2614477,7,197994,158146,39848,7,2849340,1307238.5,1307238.5,2614477,7,134062,8203,44,1,574,964,2016,12282,7,6,0,0,0,0,6041,2586,29831,1380,36862,5078
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,05/01/2021,5,PRU/Academy/Free school AP,50,11686,1458611,82,87581,73651,13930,82,1563583,729305.5,729305.5,1458611,82,63103,3469,34,0,344,919,159,5623,10,8,0,2,70,0,4383,1452,7733,352,17309,2297
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,05/01/2021,5,Secondary,9,9710,1155775,16,110413,84495,25918,16,1285757,577887.5,577887.5,1155775,16,70959,4734,10,1,230,45,1857,6659,15,3,0,1,0,0,1658,1134,22098,1028,19553,2781
2021,Week 1,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,05/01/2021,5,Special,2,248,28765,160,3613,3274,339,160,32894,14382.5,14382.5,28765,160,1460,292,0,0,0,80,0,1442,160,5,0,0,0,0,46,28,257,8,356,73
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,05/01/2021,5,Special,64,35978,4457443,23,318249,240515,77734,23,4836999,2228721.5,2228721.5,4457443,23,203102,12899,486,3,6,458,3256,20305,0,4,0,0,23,0,21025,5924,48424,2361,61284,7973
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,05/01/2021,5,Primary,60,35375,4387520,79,308960,232851,76109,79,4755466,2193760,2193760,4387520,79,197501,12013,484,3,5,421,3252,19172,11,4,0,0,68,0,20765,5702,47421,2221,58907,7755
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,05/01/2021,5,PRU/Academy/Free school AP,47,19942,2527616,37,154570,117690,36880,37,2718044,1263808,1263808,2527616,37,102656,5141,260,2,1,399,184,9047,29,24,0,0,0,8,13983,3112,18776,1009,35821,3645
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,05/01/2021,5,Secondary,13,15433,1859896,50,154390,115161,39229,50,2037422,929948,929948,1859896,50,94845,6872,224,1,4,22,3068,10125,48,16,0,0,0,2,6782,2590,28645,1212,23086,4110
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,05/01/2021,5,Special,4,603,69786,81,9289,7664,1625,81,81533,34893,34893,69786,81,5601,886,2,0,1,37,4,1133,64,34,2,0,12,3,260,222,1003,140,2377,218
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,05/01/2021,5,Special,71,25609,3158832,54,226443,180647,45796,54,3434719,1579416,1579416,3158832,54,152519,9037,190,36,57,747,2695,11202,52,18,0,0,0,2,9011,3978,30970,1314,49390,6068
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,05/01/2021,5,Primary,68,25264,3118888,30,222099,177124,44975,30,3389030,1559444,1559444,3118888,30,150246,8586,188,36,57,635,2681,10531,20,30,0,2,6,2,8981,3939,30230,1302,48013,5973
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,05/01/2021,5,PRU/Academy/Free school AP,54,13588,1709544,37,99166,83031,16135,37,1832060,854772,854772,1709544,37,69582,3663,112,1,22,481,286,4720,37,4,0,0,0,0,6013,1738,7602,259,23313,2667
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,05/01/2021,5,Secondary,14,11676,1409326,11,122933,94093,28840,11,1556970,704663,704663,1409326,11,80664,4923,76,35,35,154,2395,5811,11,12,0,0,0,0,2968,2201,22628,1043,24700,3306
2021,Week 1,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,05/01/2021,5,Special,3,345,39934,34,4344,3523,821,34,45689,19967,19967,39934,34,2273,451,2,0,0,112,14,671,29,60,0,4,1,0,30,39,740,12,1377,95
